Unnamed: 0,Pickup Point,Pickup Area
10706,"KURATOLI PANIR PUMP , RD 5A , BLOCK C , BASUNDHARA R/A",Bashundhara
10710,"H 333 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A",Bashundhara
10711,"HOUSE 93, ROAD 6, BLOCK C, BANANI",Banani
10719,"UNIVISION TECHNOLOGY BD ( UTB ), SECTOR 14 , UTTARA",Uttara
10720,"H 257 , CRESCENT RD , KALABAGAN",Kalabagan
10722,"H 1/D , RD 12C , BLOCK C , BASUNDHARA R/A",Bashundhara
10723,"SAYMA PHARMACY AND DEPARTMENTAL STORE , H 60/1 , RD 4/A , DHANMONDI",Dhanmondi
10724,"DNCC WARD-52 COUNCILOR OFFICE , SECTOR 15 , UTTARA",Uttara
10725,"HOTEL UPABAN INTL. ( RESIDENTAL ) , FOKIRAPUL , MOTIJHEEL",Motijheel
10728,"SAYEM SOBHAN ANVIR RD , BLOCK D , BASUNDHARA R/A",Bashundhara
10731,"MR. BAKER , H 20 , RABINDRA SARANI , SECTOR 7 , UTTARA",Uttara
10732,"BANGLADESH TORIQAT FEDARETION ( B.T.F ) , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10734,"FISH & CO , BLOCK E , BANANI",Banani
10736,"SALMA HERITAGE , 421 , I BLOCK ROAD 4 , BASUNDHARA R/A",Bashundhara
10749,"PARIBAGH ROAD NUMBER 2 , WIRELESS , PALTAN",Paltan
10751,"BASIC BANK BASHUNDHARA BRANCH , H 13 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A",Bashundhara
10755,"EMMANUELLE'S PARTY CENTER , ROAD 135 , GULSHAN 1 , GULSHAN",Gulshan
10756,"THE PREMIER BANK LTD , GULSHAN 1 , GULSHAN",Gulshan
10769,"IDEAL HOMES , HOUSE 70 , ROAD 27 , DAKKHIN BADDA, GULSHAN",Gulshan
10772,"SHERATON DHAKA , KEMAL ATATRUK AVENUE , BANANI",Banani
10773,"REAL DREAM APARTMENT , WEST , DHANMONDI",Dhanmondi
10779,"VIVA , GULSHAN 1 , GULSHAN",Gulshan
10784,"RD 17,BLOCK J, BASUNDHARA R/A",Bashundhara
10786,"BOSS MAN FILM,BLOCK B,BANANI",Banani
10788,"TIN SAT,RUPNAGAR RESIDENTIAL AREA,MIRPUR",Mirpur
10789,"JAMAL TEA STORE,GOPIBAG,TIKATULI",Tikatuli
10797,"SPIDER NET,52/1,ROAD 2,SECTION 12",Mirpur
10798,"VABNA ILLUSIONS,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
10799,"NEW NANNA BIRYANI,SHAHJADPUR,GULSHAN",Gulshan
10803,"HASAN INTERNATIONAL MONEY EXCHANGE,GULSHAN AVE,GULSHAN 1",Gulshan
10805,"RED SHIFT,H 57,GULSHAN AVE,GULSHAN 1",Gulshan
10811,"DIAMOND HOTEL AND RESTAURANT,WEST DHANMONDI",Dhanmondi
10819,"GOLCHOTTOR HOUSE,DOHS,MIRPUR",Mirpur
10820,"FAT JOES,SECTOR 11,UTTARA",Uttara
10821,"KACHA BAZAR MAIN RD , NOBODOY HOUSING , MOHAMMADPUR",Mohammadpur
10822,"JUVENILE ENGLISH MEDIUM SCHOOL,H 1/3,RD 8,PALLABI EXTENSIONS,PALLABI",Pallabi
10826,"AAA HOUSE  ( HOUSE 11) SECTOR 7, UTTARA",Uttara
10828,"MONI STORE,NOBODOY HOUSING,MOHAMMADPUR",Mohammadpur
10829,"SECTOR 6,UTTARA",Uttara
10832,"GOLCHOTTOR  HOUSE,DOHS,MIRPUR",Mirpur
10834,"QUARTER ROAD,SENPARA PARBATA,MIRPUR",Mirpur
10837,"H 48,RD 5,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10838,"107,  D BLOCK 6 NO ROAD , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
10839,"ROAD 9,MOHAMMADPUR",Mohammadpur
10840,"TRAVELER ROUTES CHANDRIMA MODEL TOWN , MOHAMMADPUR",Mohammadpur
10841,"SHOHOZ WEB,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10843,"PARIJAT , NOBODOY HOUSING , MOHAMMADPUR",Mohammadpur
10844,"KHALPAR  MOR  ,KHALPAR ROAD JOINER , DIYABARI , UTTARA",Uttara
10848,"SOUTH BREEZE SCHOOL RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10849,"M/S, MONIR HARDWARE & PAINT STORE WIRELESS GATE , MOHAKHALI",Mohakhali
10854,"BEXWAR FOOTWEAR LTD , BOSILA GARDEN CITY , MOHAMMADPUR",Mohammadpur
10856,"CHOLACHOL DRY CLEAN & CARE LAUNDRY SERVICE , SECTOR 12 , UTTARA",Uttara
10862,"24/1 , BLOCK C , RING ROAD , MOHAMMADPUR",Mohammadpur
10865,"BURGER N CO. MIDDLE BAREK MOLLA'S MOR , 60 FEET , MIRPUR",Mirpur
10866,"MOMTAZ VILLA , GREEN ROAD , DHANMONDI",Dhanmondi
10867,"SHIMU DRIVING TRAINING CENTER , ROAD 1 , SECTION 12",Mirpur
10869,"DESHI DOSH , TEJGAON GULSHAN LINK RD , NIKETON",Niketon
10873,"HOUSE 17 , ROAD 65 , GULSHAN 2 , GULSHAN",Gulshan
10875,"SIX SEASONS HOTEL , GULSHAN 2 , GULSHAN",Gulshan
10881,"MUSLIM RESTAURANT , H 1 , SHAH MAKHDUM AVE , SECTOR 11 , UTTARA",Uttara
10897,"NAMAPARA , DHAKA , BANGLADESH",Agargaon
10898,"123, ROAD NO 2 , BLOCK A , BASUNDHARA R/A",Bashundhara
10900,"AMBROSIA , 18 , SARAK 13 C , BANANI",Banani
10903,"SOUTH BREEZE , ROAD 12 , SECTOR 11 , UTTARA",Uttara
10904,"SALEX ONLINE SHOPPING , BLOCK G , BANANI",Banani
10906,"SRANDARD CHARTERED BANK , GULSHAN CENTER POINT , HOUSE 67 , ROAD 91 , GULSHAN 1 , GULSHAN",Gulshan
10907,"BEST ASSOCIATES CLUB  LTD BACL , ROAD 123, GULSHAN 1, GULSHAN",Gulshan
10908,"MONI SRITY SONGSODH , AGB COLONY , MOTIJHEEL",Motijheel
10910,"RANA DOOF , RAYERBAZAR HIGH SCHOOL BRANCH , MONESHWAR EOAD , DHANMONDI",Dhanmondi
10911,"DESIGN FAIR ARCHITECHTURAL PLAN & DESIGN CENTRE , EASTERN HOUSING , MIRPUR",Mirpur
10912,"EASTERN NAHAR , 22/18 , BLOCK B , KHILJI ROAD , MOHAMMADPUR",Mohammadpur
10913,"CELEBRATIONS , JABBAR TOWER , ROAD 135 , GULSHAN 1 , GULSHAN",Gulshan
10916,"PSC STAFF COLONY , SECTION 13 , MIRPUR",Mirpur
10926,"WAFFLE STREET , BLOCK D , MIRPUR 2",Mirpur
10929,"59/1/C , PANTHA PATH , DHANMONDI",Dhanmondi
10930,"UNIMART , GULSHAN 2, GULSHAN",Gulshan
10940,"BANGLADESH PAEDIATRIC NEUROCARE CENTRE , PANTHAPATH",Panthapath
10947,"RED GYM MOHAMMADPUR ( LADIES & GENTS FLOOR SEPARATE ), TAJMAHAL ROAD",Mohammadpur
10951,"KABI FARUK SARANI , NIKUNJA 2",Nikunja
10952,"171, ROAD 7, SECTION 12",Mirpur
10953,"MIRPUR NATIONAL ZOO , ZOO RD , MIRPUR 2",Mirpur
10956,"ABESH HOTEL & RESTAURANT BRANCH 3 , BLOCK D, MIRPUR 2",Mirpur
10957,"MAYER DOWA GENERAL STORE , ROAD 10 , SECTOR 10 , UTTARA",Uttara
10965,"METRO VIEW HOUSING SPCIETY , DIYABARI , UTTARA",Uttara
10968,"ANTOPOLIS TECH , BLOCK G , NIKETON",Niketon
10969,"DUTCH BANGLA BANK LTD , KABI  FARUK SARANI , NIKUNJA 2",Nikunja
10970,"PLOT 219 , RD 3 , BLOCK B , BASUNDHARA R/A",Bashundhara
10976,"MINITA MAKE OVER BEAUTY PARLOUR AND TRAINING CENTER,H 38,RD 2,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10978,"JANATA BANK PLC,GULSHAN 2,GULSHAN",Gulshan
10979,"IBN SINA HOSPITAL,RD 15/A,DHANMONDI",Dhanmondi
10984,"SOR SOPTAK,H 13,RD 8,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10985,"HAZI SHORIOTULLAH PUBLIC SCHOOL,BERIBADH RD,MOHAMMADI HOUSING LTD, MOHAMMADPUR",Mohammadpur
10987,"117,ROAD 11,BANANI",Banani
10988,"MY TRIPGURU,SECTOR 1,UTTARA",Uttara
10989,"HVCIAN UTTARAYAN,CHANRIMA MODEL TOWN,MOHAMMADPUR",Mohammadpur
10990,"PITHA GHOR SHYAMOLI,SHYAMOLI,MOHAMMADPUR",Mohammadpur
10991,"APON NEER,8,ROAD 17,NIKUNJA 2",Nikunja
11000,"SONOD,PANTHAPATH",Panthapath
11002,"PGR FAMILY QTR,ARMY STADIUM,BANANI",Banani
11005,"RELIANCE AMIN VILLA,HOUSE 492,ABDUR SADEK ROAD,BLOCK  F,BASHUNDHARA R/A",Bashundhara R/A
11006,"ADD XENIA,46,ROAD 13C,BANANI",Banani
11007,"ISLAMI BANK LIMITED,HOUSE 260,AL HAJ ABDUS SOBHAN ROAD,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
11008,"CBS,BLOCK E,BANANI",Banani
11011,"MARN BAZAR,ROAD 22,SECTOR 10,UTTARA",Uttara
11012,"MAXWELL DAKHINA,232,ROAD 1,BLOCK D,BASHUNDHARA R/A",Bashundhara R/A
11018,"RAFIQ CENTRE,BLOCK G,BASUNDHARA R/A",Bashundhara
11021,"VISA SERVICE,CENTER FOR THE KINGDOM SAUDI ARABIA,JAMUNA FUTURE PARK,BASUNDHARA R/A",Bashundhara
11027,"KHALIL HERITAGE,H 794.RD 21,BLOCK G,BASUNDHARA R/A",Bashundhara
11028,"HOTEL LAKE BREEZE,GULSHAN 2,GULSHAN",Gulshan
11029,"MATIKATA MP CHECK POST,MIRPUR DOHS LINK RD,MATIKATA",Matikata
11033,"NURE MOHAMMADI JAME MASJID,SECTOR 14,UTTARA",Uttara
11034,"ASSET DEVELOPEMENT & HOLDING LIMITED,HOUSE 8,ROAD 137,GULSHAN 1",Gulshan
11038,"H 55,SCHOOL RD,MOHAKHALI",Mohakhali
11040,"CASUAL OUTFITS,SECTOR 14,UTTARA",Uttara
11041,"SAIFURS IT,SECTOR 13,UTTARA",Uttara
11043,"RUPNAGAR RESIDENTIAL AREA,ROAD 20,HOUSE 66,RUPNAGAR RESIDENTIAL AREA,MIRPUR",Mirpur
11047,"KOLPONEER,BLOCK J,BASHUNDHARA R/A",Bashundhara R/A
11051,"MEHEDI ALI IMAM ROAD ., GULSHAN1 , GULSHAN",Gulshan
11052,"LONDON PLAZA,SERVICE ROAD,SECTOR 3,UTTARA",Uttara
11057,"INGS AUTO SOLUTION,MADANI AVENUE, BASHUNDHARA R/A",Bashundhara R/A
11058,"STATE BANK OF INDIA , PLOT 57 & 57/A , RD 23 , GULSHAN 1",Gulshan
11059,"HOUSE 07,ROAD 11,SECTOR 06,UTTARA",Uttara
11099,"NAM GARDEN OFFICERS QUARTERS, SECTOR 13",Uttara
11102,"HOUSE 20,ROAD 4/A,SECTOR 5,UTTARA",Uttara
11108,"RELIANCE PRIMROSE,PLOT 193,BLOCK C,ROAD 12,BASUNDHARA R/A",Bashundhara
11109,"tbhbl - barakah dreams , block i , bashundhara r/a",Bashundhara R/A
11110,"AT GRADE INTERSECTION,BLOCK G,BASUNDHARA R/A",Bashundhara
11112,"H 507 , RD 13 , BLOCK G , BASUNDHARA R/A",Bashundhara
11113,"RD 5,BLOCK H,BASUNDHARA R/A",Bashundhara
11115,"SUJON SHAH,JIGATOLA,DHANMONDI",Dhanmondi
11116,"MAYA KANON , 731 , BLOCK F ROAD 23 , BASUNDHARA R/A",Bashundhara
11120,"ORIENTAL MIRROR , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11122,"navana silver spring , block b , bashundhara r/a",Bashundhara R/A
11123,"banglalink tiger den ,  gulshan 1 , gulshan",Gulshan
11124,"INNOVA TECHNOLOGIES LTD,BLOCK G,BASUNDHARA R/A",Bashundhara
11125,"SUNNYDALE SCHOOL BASHUNDHARA CAMPUS , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
11126,"CENTRAL HOSPITAL,GREEN ROAD,DHANMONDI",Dhanmondi
11130,"RD ZOHARS RESIDENCE,HOUSE 325,ROAD 5,BLOCK K,BASHUNDHARA R/A",Bashundhara R/A
11131,"GETINBPX LIMITED , ROAD 2/A , BLOCK F , BANANI",Banani
11132,"SHAHEDA HIGHER EDUCATION CONSULTANCY,ROAD 27,HOUSE 37,BLOCK A,BANANI",Banani
11134,"FAIRVIEW , BASHUNDHARA , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
11137,"TAEVAS , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11138,"MEENA BAZAR , EASTERN ELITE CENTER , RD 9/A , DHANMONDI",Dhanmondi
11140,"SHANTIBAG UCCHO BIDDALOY , 48 , SHANTIBAG RD , SHANTIBAGH , MALIBAGH",Malibagh
11141,"HOUSE 3. ROAD 13 , SECTOR 7 , UTTARA",Uttara
11142,"CHEF'S TABLE , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11146,"DOM-INNO RESORTE , BLOCK B , NIKETON",Niketon
11147,"SKY VIEW PARK CITY , H 165, SHANTINAGAR RD , RAJARBAGH , MALIBAGH",Malibagh
11148,"SHONALI BANK , 1/A, BAILY ROAD , OFFICER'S CLUB , PALTAN",Paltan
11154,"BEST SUPPLY , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11155,"UTHAN BOITHOK , DOHS , MIRPUR",Mirpur
11157,"S.B LAKE CASTLE , HOUSE 528 , ROAD 1 , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
11159,"BIO FRESH SKS TOWER , VIP ROAD , MOHAKHALI DOHS , MOHAKHALI",Mohakhali
11163,"GREEN MEADOW , HOUSE 541-543, ROAD 9 , BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
11164,"PARENT'S BLESSING , MILK VITA ROAD , RUPNAGAR RESIDENTIAL AREA , MIRPUR",Mirpur
11165,"ISLAMI BANK BANGLADESH LIMITED ATM, GULSHAN 1",Gulshan
11168,"DEWAPPLES RUPNAGAR RESIDENTIAL AREA , MIRPUR",Mirpur
11169,"RD 8 POLICE BOX , RD 8 , BANANI",Banani
11170,"HOUSE 38 , ROAD 18 , SECTOR 7 , UTTARA",Uttara
11171,"400,ROAD NO 15 , BLOCK A, BASHUNDHARA R/A",Bashundhara R/A
11172,"MEGHNA SHIREEN , BLOCK B , NIKETON",Niketon
11178,"C RESTAURANT , RD 13 , SECTOR 10 , UTTARA",Uttara
11190,"DINANTER ALO RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11192,"DEWAPPLES , RUPNAGAR RESIDENTIAL AREA , MIRPUR",Mirpur
11193,"INKSTARS TATTOO STUDIO , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
11194,"400, ROAD NO 15 , BLOCK A, BASHUNDHARA R/A",Bashundhara R/A
11200,"H 340 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A",Bashundhara
11202,"SM. ABUL KASHEM SORDER , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11203,"ABOUT US ERESI SOLAR , SECTOR 4 , UTTARA",Uttara
11204,"323 , I BLOCK ROAD 6 , BASUNDHARA R/A",Bashundhara
11205,"DR. SIDDIQUR RAHMAN , GREEN  ROAD , DHANMONDI",Dhanmondi
11207,"ABDUR SADEK RD , BLOCK D , BASUNDHARA R/A",Bashundhara
11209,"HUMAN RIGHTS AND PEACE FOR BANGLADESH ( HRPB) , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11213,"UTTARA SECTOR 4 ROAD 2B BOTTOLA RAILGATE , SECTOR 4 , UTTARA",Uttara
11214,"MINISTER HI - TECH PARK LTD, GULSHAN 2 , GULSHAN",Gulshan
11215,"RD 3A , DHANMONDI",Dhanmondi
11217,"AWAKE CAFE & BISTRO , DHALI FITNESS CENTER , BASHUNDHARA R/A",Bashundhara R/A
11221,"HAJJ FINANCE COMPANY LIMITED , ROAD 7 , SECTOR4, UTTARA",Uttara
11229,"APOLLO HOSPITAL , SAYEM SOBHAN ANVIR ROAD , BLOCK D , BASUNDHARA R/A",Bashundhara
11230,"ASIAN FARIA   HOMES , H 72 , RD 6 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
11233,"RANGS FALGOON , H 9/2 , IQBAL RD , MOHAMMADPUR",Mohammadpur
11234,"H 52/A , RD 11 PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
11235,"DARUL QURAN ACADEMY HAFIZIA , JIGATOLA , DHANMONDI",Dhanmondi
11236,"NAGAR VALLEY HOTEL , SECTOR 4 , UTTARA",Uttara
11241,"SURAIYA TOWER , 439 , SAYEM SOBHAN ANVIR ROAD , BLOCK C , BASUNDHARA R/A",Bashundhara
11251,"FLAT C4 , HOUSE 306 , ROAD SHAFIYAT , BLOCK C , BASUNDHARA R/A",Bashundhara
11255,"H 55 RD 3 , BLOCK I , BASUNDHARA R/A",Bashundhara
11257,"RIYAD STORE , H 18/13/A , TOLLABAG LN , WEST DHANMONDI",Dhanmondi
11258,"597, BLOCK F, ROAD 18, BASHUNDHARA R/A",Bashundhara R/A
11259,"ONNOKONNA , JAMUNA FUTURE PARK , KURIL",Kuril
11261,"H 16 , RD 3 PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
11262,"MADARIPUR RIYA GENERAL STORE , RD 10 BAITUL AMAN HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
11263,"IBN SINA , H 58 , RD 2A , DHANMONDI",Dhanmondi
11265,"GABTALI BUS TERMINAL , GABTALI , GABTALI",Mirpur
11266,"H 30/C , RD 2 , BLOCK D , BASUNDHARA R/A",Bashundhara
11269,"HOUSE 7C , ROAD 13/A , SECTOR 3 , UTTARA",Uttara
11270,"400, road no15 ,  block a , bashundhara r/a",Bashundhara R/A
11275,"JAHANGGIR STORE,BUDDHIJIBI SHAHID MINAR RD,GABTALI",Mirpur
11283,"SUVASTU RUPAMA,BLOCK B,NIKETON",Niketon
11284,"XPRESSMALL HOTEL & RESORTS,ROAD 19,SECTOR 14,UTTARA",Uttara
11286,"H 18/2,GOPIBAG 3RD LN,GOPIBAG",Gopibagh
11288,"H 650,RD 20,BLOCK F,BASUNDHARA R/A",Bashundhara
11290,"BANANI BITHIKA,H 87,RD 13C,BANANI",Banani
11297,"FACULTY OF FINE ARTS , DHAKA UNIVERSITY TO PROVOST BANGLO , WIRELESS , PALTAN",Paltan
11299,"14,ROAD 6,NIKUNJA 2",Nikunja
11300,"PROFFESOR DR. SHAIKH NURUL FATTAH RUMI , HEAD OF ENT AND HEAD NECK DEPT. DMC , GREEN ROAD , DHANMONDI",Dhanmondi
11303,"PROGATI SYSTEMS LIMITED,4TH FLOOR BUILDING 76/A,ROAD 11,BLOCK E,BANANI",Banani
11306,"JOMIDAR GOLI WIRELESS , PALTAN",Paltan
11308,"POPULAR DIAGONSTIC CENTER LTD ,  ROAD 7 , SECTOR 4 , UTTARA",Uttara
11311,"GODHULI,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
11312,"PWD STOTRE,DIT AVE,AGB COLONY,MOTIJHEEL",Motijheel
11314,"DG LOGISTICS , GULSHAN 1 , GULSHAN",Gulshan
11315,"423,ROAD NO 14, BASUNDHARA R/A",Bashundhara
11316,"GREEN LIFE MEDICAL COLLEGE & HOSPITAL KM SHAFIULLAH SARAK , DHANMONDI",Dhanmondi
11321,"CORNER MEADOWS,SECTOR 4,UTTARA",Uttara
11325,"H 258, RD 10 , KHILGAON",Khilgaon
11326,"LANE NUMBER 19 , MOHAMMADPUR",Mohammadpur
11328,"NATIONAL INSTITUTE OF DISEASES CHEST & HOSPITAL (NIDCH),TB GATE RD,TB GATE,MOHAKHALI",Mohakhali
11343,"KHILGAON EIDGAH MASJID , RD 22 , TILPAPARA , KHILGAON",Khilgaon
11344,"SHARANEE,H 78,RD 18,BANANI",Banani
11347,"SUVASTU SHAPTARSHI,BLOCK H,BANANI",Banani
11348,"MUSLIM MOHESHKHALI SACHI MISTY PAN, TAJMAHAL ROAD , MOHAMMADPUR",Mohammadpur
11351,"RK FASHION , BONGO BAZAR , GULSHAN",Gulshan
11353,"BRIGHT STAR TELECOM , CHADD UDDAN HOUSING , MOHAMMADPUR",Mohammadpur
11358,"DR G M JAHANGIR HOSSAIN , SHOULDER AND KNEE CENTER , SHYAMOLI , MOHAMMADPUR",Mohammadpur
11361,"7,ROAD 7/A,SECTION 12",Mirpur
11362,"JOWARSHAHARA CO OPERATI VE SOCIETY , H 1690 1692 , SAYEM SOBHAN TANVIR RD , BLOCK G , BASUNDHARA R/A",Bashundhara
11365,"DR. MOHAMMAD IFTEKHAR ALAM-ORTHOPEDIC &TRAUMA SURGEON IN DHAKA , BAGANBARI ,MALIBAGH",Malibagh
11369,"AIN SOHAYOTA KENDRO (ASOK ) FOUNDATION , WEST DHOLAIPAR",Dholairpar
11370,"IDP EDUCATION DHAKA GULSHAN , GULSHAN 2 , GULSHAN",Gulshan
11407,"JAHID TEA STALL , BIR UTTAM ZIAUR RAHMAN RD , MOHAKHALI",Mohakhali
11414,"EATERN HERITAGE HOUSE 74, ROAD 8/A, RESIDENTIAL AREA , DHANMONDI",Dhanmondi
11418,"NEDDS GENERAL STORE , H 10 /10 , RD 29A , PALLABI EXTENSION , PALLABI",Pallabi
11426,"RAJLAXMI OVER BRIDGE , SECTOR 4 , UTTARA",Uttara
11429,"ARMED POLICE BATTALION STAFF QUARTER , SECTOR 2 , UTTARA",Uttara
11431,"AMAR_AINJIBI - YOUR TRUSTWORTHY LAW CHAMBER , RESTAURANT AREA , DHANMONDI",Dhanmondi
11432,"SECTOR 4 , UTTARA",Uttara
11433,"ASSET DEVELOPMENT & HOLDING LIMITED , HOUSE 08 , ROSD 137 , GULSHAN 1",Gulshan
11438,"H 249/8 , BOSILA RD , CHAD UDDAN , MOHAMMADPUR",Mohammadpur
11451,"COMFORT NATURE LIVING 124 , D BLOCK 7 NO ROAD , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
11454,"HITECH GLOBAL TRADE AND ENGINEERING LTD , HOUSE 25 , ROAD 7D , SECTOR 9 , UTTARA",Uttara
11459,"RESORTESA ROSEWOOD , H 13B /10B  , BABAR RD , MOHAMMADPUR",Mohammadpur
11464,"PLOT 490, RD 15 , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
11466,"WASABI SIRENS , ROAD 02 , SECTOR 10 , UTTARA",Uttara
11468,"ICDDR , B BANGLADESH , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN",Gulshan
11473,"HOUSE 3, ROAD 6 , SECTOR 5, UTTARA",Uttara
11477,"FARDAR EXPRESS WORLDWIDE COURIER SERVICE , WIRELESS GATE , MOHAKHALI",Mohakhali
11481,"BISMILLAH BIRIYANI HOUSE , SECTOR 14 , UTTARA",Uttara
11488,"DHAKA MOHILA COLLEGE CANTEEN , H 23 , RD 7 , DHANMONDI",Dhanmondi
11489,"DUTCH BANGLA BANK LIMITED ( DBBL) , BLOCK C , BANANI",Banani
11490,"NEW NATION SCHOOL , H 3 , RD 8 , MOHAMMADPUR",Mohammadpur
11491,"HOUSE 79 , LAKE DR ROAD , SECTOR7 , UTTARA",Uttara
11492,"SIAM MOTORS , RASULBAG , MOHAKHALI",Mohakhali
11494,"DREAM HOUSE , H 1/A , RD 16 , GULSHAN 1",Gulshan
11496,"DAFFODIL MINSTITUTE OF IT , H 64 /4 , DOLPHIN GOLI , KALABAGAN",Kalabagan
11498,"INTER CONTINENTAL DHAKA 1, MINTO ROAD , WIRELESS , PALTAN",Paltan
11500,"AL GHAFILY MEDICAL CENTER , H 82 , RD 17A, BANANI",Banani
11504,"SOUDIYA FASHION TAILORS AND CLOTH STORE , CHADD UDDAN HOUSING , MOHAMMADPUR",Mohammadpur
11505,"SHAMS TOWER,2/6,BLOCK C,SHAJAHAN ROAD,MOHAMMADPUR",Mohammadpur
11506,"HOUSE 13/5C,ROAD 2,SHYMOLI,MOHAMMADPUR",Mohammadpur
11513,"DENTAL ASSOCIATES,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
11516,"STANDARD CHARTERED BANK(SCB), GULSHAN AVENUE,GULSHAN 1",Gulshan
11523,"BFC,PANTHAPATH",Panthapath
11526,"BERIBADH CHOURASTA BUS STAND,BERIBADH RD,MOHAMMADPUR",Mohammadpur
11527,"CAMELIA 1,392,SAYEM SOBHAN ANVIR ROAD,BLOCK C, BASUNDHARA R/A",Bashundhara
11530,"GREEN LIFE MEDICAL COLLEGE & HOSPITAL,KM SHAFIULLAH SARAK,DHANMONDI",Dhanmondi
11531,"HAZI ELECTRONICS,SHEKHERTEK,MOHAMMADPUR",Mohammadpur
11532,"BASHBARI  JAME MASJID,CHAN MIA HOUSING,BASHBARI RD,MOHAMMADPUR",Mohammadpur
11543,"CENTRAL HOSPITAL LIMITED,ROAD 5,DHANMONDI",Dhanmondi
11552,"RD 5,BLOCK G,MIRPUR",Mirpur
11553,"TAKEOUT,SAT MASJID RD,DHANMONDI",Dhanmondi
11554,"H 248/A,RD 4,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
11555,"OTOBI,BIR UTTAM A K KHANDAKAR ROAD,MOHAKHALI,GULSHAN",Gulshan
11556,"URBAN SHAH RASTI HOUSE,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
11559,"JUST NATURAL CORPORATION,CENTRAL ROAD,DHANMONDI",Dhanmondi
11560,"HABIB BANK LIMITED,KAZI NAZRUL ISLAM AVENUE,KAWRAN BAZAR CIRCLE,PANTHAPATH",Panthapath
11561,"132/A,JAHANARA GARDENS ROAD,DHANMONDI",Dhanmondi
11563,"KHAN IT,MOHAMMADIA RESIDENTIAL AREA,MOHAMMADPUR",Mohammadpur
11565,"EHL ISHAQUE RESIDENCE,2/7,1/8 LALMATIA,BLOCK C,LALMATIA,MOHAMMADPUR",Mohammadpur
11567,"VAJON BARI RESTORA , H 24/2, KAKRAIL RD , RAJARBAG , MALIBAGH",Malibagh
11571,"VANGA KUTIRM , H 252/8/A, RD 6 , MOHAMMADI HOUSING LTD , MOHAMMADPUR",Mohammadpur
11575,"RAJUK BHABAN , DILKUSHA RD , MOTIJHEEL",Motijheel
11606,"DHANMONDI RIVERVIEW MODEL TOWN,RAYER BAZAR,MOHAMMADPUR",Mohammadpur
11607,"FATIHA STORE , RD 8 , SHEKHERTEK , MOHAMMADPUR",Mohammadpur
11608,"FRESH LOOK,SHANTIBAGH,MALIBAGH",Malibagh
11609,"RAIHAN VILLA,BOSILA,MOHAMMADPUR",Mohammadpur
11620,"JAPAN GARDEN CITY,JAPAN GARDEN CITY RD,JAPAN GARDEN CITY,MOHAMMADPUR",Mohammadpur
11622,"DYNASTY,H 15,RD 7,GULSHAN 1",Gulshan
11623,"H 37 , RD 4 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
11624,"SHOHAN STORE , MIRPUR ROAD , MOFIZBAGH HOUSING , GABTALI",Mirpur
11625,"H 23/A,RD 11,.JANATA HOUSING,MOHAMMADPUR",Mohammadpur
11626,"ROAD NO 5 , BLOCK A , BASUNDHARA R/A",Bashundhara
11635,"17/11 , BLOCK #C , TAJMAHAL ROAD , MOHAMMADPUR",Mohammadpur
