"SHOMRIDDHI , BLOCK C , BASHUNDHARA R/A",""
"MUZAHID STORE NORTH KURIL",""
"KADERIA TAIBIA KAMIL MADRASAH , KADERIA MADRASHA ROAD , MOHAMMADPUR",""
"PURBA RAMPURA HIGH SCHOOL,EAST RAMPURA",""
"SABUJ BANGLA ONLINE , SHYAMPUR , JURAIN",""
"16/4 UNDER CONSTRUCTION,MUKTI HOUSING,KALLYANPUR",""
"NORTHERN UNIVERSITY BANGLADESH,PERMANT CAMPUS,ASHIYAN CITY,KAWLA",""
"ANZARA , BLOCK F , BANANI",""
"ABC INTERNATIONAL SCHOOL,DHAKA NARAYANGANJ RD,CHASARA,NARAYANGANJ SADAR,NARAYANGANJ,1400",""
"DBBL,HOUSE 1/1,BLOCK A,ASAD GATE,LALMATIYA,MIRPUR ROAD,DHANMONDI R/A,SHYAMOLI",""
"BAROIPARA BUS STOP , BAROIPARA RD, CHANDRA , 1751",""
"NOSIB GLORY,ROAD 20,SECTOR 03,JASHIM  UDDIN AVENUE,UTTARA",""
"ENA KINGDOM , H 32, LAKE CIRCUS , KALABAGAN",""
"RAPA PLAZA , RD 27, DHANMONDI",""
"STUDYGRAM,SECTOR 13,UTTARA",""
"AMTOLI CIRCLE,MOHAKHALI",""
"CSTECH BD , LAKE DRIVE ROAD , SCETOR 7 , UTTARA",""
"MAJAR RD , MIRPUR , GABTALI , GABTALI",""
"PLOT 358, RD 23, BLOCK G , BASHUNDHARA R/A",""
"RD 9,BLOCK B,BASUNDHARA R/A",""
"SAC,NSU RD,BLOCK B,BASUNDHARA R/A",""
"KAEDE- TRADING -COM, BLOCK J , BARIDHARA DOHS",""
"FOOD+PLUS SNACKS CORNER ,  HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA",""
"NINAKABBO , BIR UTTAM MIR SHAWKAT SARAK , EAST  NAKHALPARA , NIKETAn",""
"SUPER HOSTEL,AFTAB NAGAR MAIN RD,AFTAB NAGAR PROJECT,BADDA",""
"GOVT. SHAHEED SUHRAWARDI COLLEGE , MUNICIPAL RD , LUXMIBAZAR",""
"PUBLIC TOILET-2 KAMALAPUR",""
"ROAD 4,BLOCK D,BASHUNDHARA R/A",""
"SUMONA PALACE , 23, ROAD 15 , NIKUNJA 2",""
"WATERMARK , MIRPUR DOHS",""
"TASTY TREAT MIRPUR 2(STADIUM GATE)",""
"KHAJA GENERAL STORE , MIRPUR ROAD , DHANMONDI",""
"TOILET BUILDING 31 (IJTEMA FIELD ) EMBANKMENT DRIVE ROAD UTTARA",""
"MAZUKKHAN BAZAR,TONGI KALIGANJ HIGHWAY,EAST ARISHPUR,TONGI",""
"NAVANA PROBANI RIDGIDALE,AVENUE 5,SECTION 11,MIRPUR,DHAKA",""
"AMBROSIA INFINITY LOUNGE, HOUSE 54 , ROAD 10/A, DHANMONDI",""
"united hospital,rd 71,gulshan 2",""
"HOLY SIKDER , 706, BLOCK F, ROAD 22, BASHUNDHARA R/A",""
"IMCD BANGLADESH PRIVATE LIMITED,SECTOR 6,UTTARA",""
"HANIF TRADERS , JIGATOLA DHANMONDI",""
"SHAYESTA MONJIL , 619, SHANTIBAGH RD , DOKKHIN SHAHJAHANPUR",""
"RD 21 , BLOCK F , BASHUNDHARA R/A",""
"TRADEWORTH LTD, H 77, MOTIJHEEL RD, MOTIJHEEL",""
"MIRPUR 10",""
"31, ROAD 15 , MIRPUR  DOHS , MIRPUR 12",""
"EASTERN MOTORS LTD,INDUSTRIAL AREA,TEJGAON",""
"BIMAN HOLIDAY-PREMIUM LOUNGE,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA",""
"KABAB PALACE , NIKUNJO 2, KHILKHET",""
"LAUGHING BUDDHA,GULSHAN 2,GULSHAN",""
"BLOCK D , MIRPUR 1",""
"ARMY WELFARE TRUST MAIN OFFICE , HOUSE 9A, ROAD 1, KACHUKHET DHAKA CANTONMENT",""
"M.A. MALEK , 45/A , NASIR KHANER GOLI DHALKA NOGOR LANE , BANGLADESH BANK COLONY",""
"131 , SHANTINAGAR , KHANDAKAR HERITAGE PALACE , PEER SHAHEBER GOLI , PALTAN , DHAKA 1217",""
"GULSHAN PINK CITY SHOPPING COMPLEX,GULSHAN 2,GULSHAN",""
"H 50 , RD 19 , NIKUNJA 2",""
"COLLOID CENTER , INDUTRIAL AREA TEJGAON",""
"HAQUE LIBRARY,JHONSON RD,SADARGHAT",""
"PAN PACIFIC SONARGAON HOTEL, KAZI NAZRUL ISLAM AVE , BANGLAMOTORM, SHAHBAG",""
"MANARAT INTERNATIONAL UNIVERSITY , GULSHAN 2 , GULSHAN",""
"SHER ALI MARKET , REB RD , NOBINAGAR 1345",""
"102, ROAD NO 2, BLOCK A, BASHUNDHARA R/A",""
"SANTINIBAS BAF OFFICER'S QUARTER INTERNAL RD , PASCHIM NAKHALPARA , SHER E BANGLA NAGAR",""
"DHAKA MOHILA COLLEGE,H 23,RD 7,DHANMONDI",""
"SOS   CHILDREN VILLAGE DHAKA , MIRPUR RD  SHYAMOLI",""
"ABDULLAHPUR BUS STOP ,UTTARA",""
"JUGANTOR ELECTRONICS , H 272 , DHAKA CHITTAGONG HIGHWAY , BANAGRAM",""
"DHAKA CENTRAL INTERNATIONAL MEDICAL COLLEGE AND HOSPITAL,GOLDEN STEEL ROAD,SHYAMOLI",""
"PROPOSED SITE FOR CHINA BANGLADESH FRIENDSHIP EXHIBITION CENTER , SECTOR 21 , PURBACHAL",""
"MOONTHA , H 151/1/12, TILAPARA MARKET  RD , TILAPARA , KHILGAON",""
"RAHAMAT STORE , H 31 , KALABAGAN 1ST LN , KALABAGAN",""
"413/1,SOUTH PAIKPARA,LAKEVIEW ROAD,MUKTI HOUSING,DOKKHIN PAIKPARA",""
"KOLLYANPUR HOUSING PLAYGROUND , DAKSHIN PAIKPARA MAIN RD , PAIKPARA , MIRPUR  1",""
"MIRPUR NEW MARKET,MIRPUR 1",""
"NAJMA VILLA H , 48/G/3, INDIRA RD , FARMGATE",""
"373/4, MADHUBAGH ROAD , WIRELESS, MOGBAZAR",""
"107,  D BLOCK 6 NO ROAD , BLOCK D , BASHUNDHARA R/A",""
"BAITUN NOOR JAME MASJID , AL AKLHSA MASJID RD , MIRASPARA , MOINARTEK",""
"CORNER FOR SENIOR CITIZENS & FREEDOM FIGHTERS,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA",""
"ONE FURNIOTURE FAKIRAPOOL RD",""
"PLOT 270 , ROAD 1 , BLOCK B , BASUNDHARA R/A , 1229",""
"RD 6 , BANANI DOHS",""
"PALASH NAGAR MODEL SCHOOL , 18 , SECTION 10",""
"KHAN MONZIL , 21/4 , BIZLY MOHOLLA , BLOCK F, MOHAMMADPUR",""
"MANIJJO MELA , SECTOR 4, PURBACHAL",""
"NOLGAON GOVT PRIMARY SCHOOL",""
"DOT NETWORK UTTARA SECTOR-10 , SECTOR 10",""
"JAMUNA FUTURE PARK , PROGATI SARANI , BASUNDHARA , BASUNDHARA R/A",""
"UDAYAN UCCHA MADDHOMIK BIDYALAYA,FULLER RD,UNIVERSITY OF DHAKA",""
"HOUSE 14, ROAD 6 , SECTOR 10 , UTTARA",""
"UNITED INTERNATIONAL UNIVERSITY (UIU) MAIN CAMPUS PLAYGROUND , UNITED CITY , MADANI AVENUE , BADDA",""
"270,SHANTIBAGH,MALIBAGHG",""
"PALOLIKA , HOUSE 76 , ROAD 24 , GULSHAN 1 , GULSHAN",""
"BRAC UNIVERSITY ( NEW CAMPUS) , DIT RD MERUL BADDA",""
"GREEN UNIVERSITY BEGUM ROKEYA SARANI WEST SHEWRAPARA",""
"ASTHA ENTERPRISE , BLOCK F, BASHUNDHARA R/A",""
"ADLIYA HOMES , HOUSE 463/A , ROAD 7 , BLOCK H , BASHUNDHARA R/A",""
"AL HERA JAME MASJID , PILKHANA  RD , AZIMPUR",""
"KHAMARBARI,KHAMARBARI RD,FARMGATE",""
"NANDAN DALIM , 8/E , ROAD NO 2, BLOCK D , BASHUNDHARA R/A",""
"GRAMEENPHONE HEAD OFFICE , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASHUNDHARA R/A",""
"CASTELIA , HOUSE 838 , ROAD 19 , BLOCK K , BASHUNDHARA R/A",""
"PADMA GARMENT , HATIRJHEEL LINK RD , NIKETON",""
"SOCIAL ISLAMI BANK LIMITED , ATM BOOTH , ADABAR , MOHAMMADPUR",""
"MOHANAGAR PROJECT PLAY GROUND,RD 1,
MOHANAGAR HOUSING PROJECT,RAMPURA",""
"MUNIRA URBAN VILA,BLOCK E,BASHUNDHARA R/A",""
"H 57/4 , MEHEDIBAG MAIN RD , ADABOR",""
"AMARI  DHAKA  , GULSHAN  2 , GULSHAN",""
"ORION TRAVELS LTD , ROAD 46 , GULSHAN AVE , GULSHAN",""
"HOUSE 430 , ROAD 17 , BLOCK A , BASHUNDHARA R/A",""
"BANIJJO MELA SECTOR 4 , PURBACHAL",""
"MOTHER CARE HOSPITAL LTD , MIRPUR RD , BLOCK A , LALMATIA",""
"FAZILAS FORTUNE RESIDENCE,BLOCK D,BANASREE",""
"HOUSE 618,ROAD 9,BLOCK I,BASHUNDHARA R/A",""
"KURATOLI BAZAR,DHAKA,BANGLADESH",""
"EMBASSSY OF THE UNITED STATES OF AMERICA,MADANI AVE,BVARIDHARA",""
"TONGI,COLLEGE GATE",""
"LAUREN VISTA , 169, HATIRPOOL , DHANMONDI R/A , PALTAN",""
"RD 7 , SECTOR 4 , UTTARA",""
"MODS ZONE 1 & 7 DHAKA WASA , NORTH JATRABARI",""
"WEAT LAKE (HOUSE-23, ROAD- 19 , SECTOR -14, UTTARA ) , SECTOR 14",""
"g.y. trade private limited , road 4, block c , banani",""
"CENTRAL GALLERY,NSU DRIVEWAY,BLOCK B,BASUNDHARA R/A",""
"ADLIYA HOMES , HOUSE 463/A , ROAD 7 , BLOCK H , BASHUDNHARA R/A",""
"947, 60 FEET  , MUKTI HOUSINF , DOKKHIN  MONIPUR",""
"CHANNEL 24 , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA",""
"NILKHET CIRCLE",""
"ELYSIA,24,ROAD 6,DHANMONDI R/A",""
"RD 7,BLOCK G,BASHUNDHARA R/A",""
"RD 4, JANATA HOUSING MIRPUR 1",""
"KONA CAFE,ROAD 27,DHANMONDI",""
"PHARMACY , H 1/1E , RD 1 , BLOCK B , LALMATIA",""
"LABAID CANCER  HOSPITAL & SUPER SPECIALLY CENTRE , KATHALBAGAN GREEN ROAD",""
"IUBAT UNIVERSITY,SECTOR 10,UTTORA",""
"AL ISLAM PHARMAC,H 11,RD 10,LAKE VIEW,BADDA",""
"ABED MANZIL , H 115, CRESCENT RD , KALABAGAN",""
"DR. MILON SMRITI, TSC MOR , SIDDIKBAZAR",""
"BEST BUY JORPUKURPAR JOYDEBPUR RD 1702",""
"NEW AIRPORT BUS STOP , KURMITOLA",""
"ASSURANCE DEVELOPEMENT,RD 25,BANANI",""
"SARAK 13 C , BANANI",""
"SUNDAS,RESIDENTIAL AREA,DHANMONDI",""
"PASSPORT OFFICE RD , SHER E BANGAL NAGAR , AGARGAON",""
"CHEFS TABLE COURT SIDE",""
"TMS INTERNATIONAL LTD BANGLADESH OFFICE , RD 1/A, NOTUN BAZAR  , BADDA",""
"HAZE , BLOCK E , BANANI",""
"THE GRAND TERRACE NEW EASKATON RD NEW EASKATON",""
"DHAKA ELEVATED EXPRESSWAY TOLL PLAZA , BLOCK B , BANANI",""
"SEA SHELL RESTAURANT & PARTY PALACE,SECTOR 4,UTTARA",""
"CITY BANK BOOTH , 8 , ROAD 8 SECTOR 1 , KURMITOLA , SECTOR 1",""
"67/A , ROAD 12A, DHANMONDI R/A",""
"HOUSE 2 , ROAD 4 , BLOCK F , SECTOR 1 , AFTABNAGAR",""
"MINISTER HI - TECH PARK LTD, GULSHAN 2 , GULSHAN",""
"ENCHANTER,SECTOR 13,UTTARA",""
"HOUSE 11,ROAD 14,SECTOR 06,UTTARA",""
"ANSAR CAMP BUS STOP , MUKTI HOUSING AHMAD NAGAR",""
"QA-PRO , GULSHAN 1, GULSHAN",""
"SONIR AKHRA,FOOT OVER BRIDGE",""
"S A PORIBOHON PARCEL AND CURRIA SERVICE , BLO",""
"KHUSHI,24A/24B,ROAD 119,DAKKHIN BADDA,GULSHAN",""
"PURANA PALTAN LINE JAME MASJID , MASJID ST , NAYA PALTAN",""
"PURBACHAL 300 FEET POLICE BOX,300 FEET RD",""
"BAITUL AMAN CHAIRMAN JAME MASJID",""
"PALLABI POLICE STATION,MIRPUR DHAKA 1216",""
"52/8,BOUBAZAR GOLI,DHANMONDI",""
"RANGS GARDEN SQUARE , SECTOR 10 , UTTARA",""
"PURBA RAMPURA HIGH SCHOOL , EAST RAMPURA",""
"h 54, rd 19 , nikunja 2",""
"PEOPLE'S HOSPITAL , SHAHID BAKI RD , CHOWDURYPARA, MALIBAGH",""
"HIRAJHIL JAME MASJID,RD 1/9,KADAMTALA,SABUJBAG",""
"BIR PROTIK ABDUL AWAL GENERAL STORE,EASTERN PALLABI,MIRPUR 11.5",""
"RAINTREE , ROAD 27 , BANANI",""
"H KA 25,SHAHID ABDUL AZIZ RD,BLOCK A, BASUNDHARA R/A",""
"JALALABAD AYRON MARKET",""
"AMENAS HERITAGE,BLOCK E,LALMATIA",""
"BLOCK B , ROAD 5 , BLOCK B , BASHUNDHARA R/A",""
"H 23 , BERIBADH RD , CHAD UDDAN , MOHAMMADPUR",""
"AMBLE PARVEEN HABITAT 221, I BLOCK ROAD 8 , BAHSUDNHARA R/A",""
"ABDUR GIFARI COLLEGE,MALIBAG COLLEGE RD,MALIBAG BAZAR ROAD,MALIBAG",""
"NIKUNJA CONVENTION HALL , NIKUNJA 2",""
"QUEENS CONFECTIONERY , 24 GARIB E NEWAZ AVENUE , UTTARA 11",""
"HOUSE 29 ROAD 4 DHANMONDI",""
"SQUARE HOSPITAL  LTD , PANTHAPATH",""
"26 , ROAD 16 , BANANI",""
"ICONIX,GULSHAN 2",""
"SM SOURCING,RESIDENTIAL AREA,DHANMONDI",""
"HIMU'S DELIGHT , SOUTH BANASREE
",""
"SHAHJALAL MULTI STORIED CAR PARKING NEW AIRPORT RD",""
"BOSILA BUS STOP , SAHEED BUDHIJIBI BRIDGE , BOSHILA",""
"SRABONI BUILDING , LAKE CITY CONCORD , KHILKHET , DHAKA , 1229",""
"430/1,SOUTH KAFRUL ROAD,SOUTH KAFRUL",""
"MAHFUZ HARDWARE & PAINT , NORTH BADDA",""
"ASTHA BIRIYANI , MIDDLE KUNIPARA , HATIRJHEEL , TEJGAON INDUSTRIAL ARE",""
"NISSORGO , 1 , ROAD 8/A , NIKUNJA 1 , BADDA",""
"KOHINUR GENERAL STORE , H 2/2, MIRPUR RD, LALMATIA",""
"UTTARA BANK LTD,NAYA PALTAN RD,NAYA PALTAN",""
"MOTIJHEEL GOVT GIRLS HIGH SCHOOL,OUTER CIRCULAR RD",""
"144, I BLOCK ROAD 7 , BASHUDNHARA R/A",""
"SAYDABAD BUS TERMINAL MASJID , DHAKA  CHITTAGONG HIGHWAY , SWAMIBAG",""
"SHEBA NURSING HOME CARE , BLOCK F , BANANI",""
"A K UDAYAN,HOUSE 17,ROAD 5,BLOCK C,MIRPUR 2",""
"EAST KAFRUL",""
"K G HOSPITAL,BECHARAM DEWRI LN,BANGSHAL",""
"PALLABI , MIRPUR 12",""
"OVER BRIDGE , WEST DHANMONDI",""
"ENVOY TEXTILES LTD , PANTHAPATH",""
"HOUSE 3, ROAD 6 , SECTOR 5, UTTARA",""
"NATIONAL BOARD OF REVENUE OFFICE,SHYAMOLI D,AGARGAON",""
"HAZI SALIMUDDIN KHANE KHODAI RD , VATARA",""
"FM ZAMAN,H 21,RD 9 A,NIKUNJA1",""
"KOSAI BARI RAIL CROSSING,SECTOR 2,UTTARA",""
"RECKITT BENCKISER OFFICIAL STORE,JATRABARI",""
"GAWSIA TWIN PEAK,WEST DHANMONDI",""
"KFC,H 3,NEW BAILY RD",""
"HOUSE 42,ROAD 6/A,DHOLAIPAR,SECTOR 5,UTTARA",""
"BANANI PLAY GROUND , RD 26 , BANANI",""
"H 479, RD 16, BLOCK F , BASUNDHARA R/A",""
"PURBACHOL 300 FEET EXPRESS HIGHWAY,DHAKA,BANGLADESH","(24.16667, 90.41667)"
"H 326,TALTOLA RD,TALTOLA,KHILGAON",""
"NEW MARKET BACKSIDE RD , NEW MARKET KACHA BAZAR RD , NEW MARKET",""
"6,6 NO., SECTION 10",""
"INVESTIGATION AGENCY INTERNATIONAL CRIMES TRIBUNAL,ROAD 11A,RESIDENTIAL AREA,DHANMONDI",""
"HOTEL MILINA LTD, HOUSE 04, ROAD 09, SECTOR 6, UTTARA",""
"EMBASSY OF QATAR,ROAD 79,GULSHAN NORTH AVENUE,GULSHAN 2",""
"DNCC POLICE BOX , MADANI AVENUE BARIDHARA , NOTUN BAZAR",""
"ROPBISHOP ONLINE SHOPPING INDUSTRIAL AREA , TEJGAON",""
"SHEBA TELICOM & RECHARGE CENTER,BTCL RD,1702",""
"NAJIRA BAJAR , BORO MOGHBAZAR",""
"SOBANBAG JAME MOSJID , RESIDENTIAL AREA , DHANMONDI",""
"AUTISH SCHOOL , SECTOR 4 , UTTARA",""
"871/2,EAST SHEWRAPARA,WEST KAFRUL,PURBA KAZIPARA",""
"JANANI TAILORS , SERULIA , DEMRA",""
"MAHIR ENTERPRISE,KAMALAPUR RD,MOTIJHEEL",""
"SHANTA FORUM , 187, 188B BIR UTTAM MIR SHAWKAT SARAK , DHAKA-1208",""
"STUDIO DYNAMIC SPACE LTD , BLOCK E , BANASREE",""
"HONGBAO,GULSHAN 1,GULSHAN",""
"SHAHJALAL INTERNATONAL AIRPORT DOMESTIC TERMINAL",""
"H 405 , AFTAB UDDIN AHMED RD , BLOCK B , BASUNDHARA R/A",""
"UNIMART , GULSHAN 2 , GULSHAN",""
"VIQARUNNISA NOON SCHOOL & COLLEGE,AZIMPUR RD",""
"AIRPORT MASJID,NEW AIRPORT RD",""
"ASHA PALACE,BLOCK ,BASHUNDGARA R/A",""
"al helal jame masjid , demra narayanganj rd , shiddhirganj",""
"DHAKA CNG & LPG , CHOWDHURY PARA , KHILGAON",""
"CITY BANK LTD , NEW AIR PORT RD",""
"VOOTER ADDA,SHAHID BAKI RD,KHILGAON",""
"NILA MARKET,PURBACHAL EXPRESS HIGHWAY,TAHORDIA,NARAYANGANJ",""
"TRENDY TRIM,MIRPUR 15",""
"THE ARISTOCRAT LOUNGE , ROAD 9/A , SATMASJID ROAD , DHANMONDI",""
"HOUSE 17,ROAD 02,SECTOR10,UTTARA",""
"ZAMZAM TOWER,FUN ZONE,SECTOR 13,UTTARA",""
"THE VANTAGE , H 2/2 , RD 1 , BLOCK A , BANSHREE",""
"HOUSE 34, ROAD 114, GULSHAN 2, GHULSHAN",""
"JANANI STORE MASDIER BAZAR , DHAKA NARAYANGANJ RD , MASDAIR , FATULLAH , NARAYANGANJ , 1400",""
"MAA HAIR DRESSER , SECTOR 9 , UTTARA",""
"NATIONAL INSTITUTE OF TEAUMATOLOGY & ORTHOPADIC RAHABILTAITION ( NITOR), MIRPUR ROAD, SOHRAWARDI MEDICAL COLLEGE & HOSPI",""
"H 4/A,RD 5,DHANMONDI",""
"LALBAGH MODEL SCHOOL AND COLLEGE , KAZI RIAZ UDDIN RD , SHAHIDNAGAR LALBAG",""
"HOUSE 46,ROAD 13,SECTOR 14,UTTARA",""
"122,D BLOCK 7 NO ROAD,BLOCK D,BASHUNDHARA R/A",""
"BAFFWA GOLDEN EAGLE NURSERY SCHOOL,BAF SHAHEEN COLLEGE,JAHANGIR GATE",""
"KALLYANPUR BUS STAND JAME MASJID,KALLYANPUR VILLA RD,SOUTH KALLYANPUYR,KALLYANPUR",""
"BISWA SAHITWA KENDRO , H 17, BISHWA SAHITTO KENDRO LN, PARIBAG, RAMNA",""
"BON CAFE,SECTOR 3,UTTARA",""
"STAR KABAB, ROAD 17 , BANANI",""
"AZAMPUR GOVERNMENT PRIMARY SCHOOL , EAJUK COLLEGE ROAD , SECTOR 6 , UTTARA",""
"SIBU MARKET BRTC AC BUS COUNTER , DHAKA NARAYANGANJ RD , SHIBU MARKET , FATULLAH , NARAYANGANJ , 1400",""
"FATIHA STORE , RD 8 , SHEKHERTEK , MOHAMMADPUR",""
"AGARGAON PHARMACY , MIRPUR ROAD , SOHRAWARDI MEDICAL COLLEGE  & HOSPITAL , SHER E BANGLA NAGAR",""
"IBN SINA DIAGNOSTIC & CONSULTATION , UTTARA ( BUILDING 3 ) , SECTOR 13",""
"ma daintiest , 33 rd 16 , mofizbagh housing , adabar",""
"PARADISE SHIKDER GARDEN H 232/1 FREE SCHOOL ST KATHALBAGAN",""
"KHANA'S UTTARA FLAGSHIP , ROAD 18 , SECTOR 3 , UTTARA",""
"DOLONCHAPA,H 29,RD 17,SECTOR 13,UTTARA",""
"COFEE WORLD,ROAD 27,DHANMONDI",""
"WAFFLE R , NIKETON , GULSHAN 1",""
"SHAHEED MONSUR ALI MEDICAL COLLEGE HOSPITAL,ROAD 108,SECTOR 11,UTTARA",""
"JATIYO PARTY CENTRAL OFFICE , PIONEER RD , BIJOYNAGAR",""
"HOUSE 23,ROAD 2,BLOCK G,BANASREE PROJECT",""
"52/8, BABUBAZAR GOLI , DHANMONDI",""
"EXIM BANK LIMITED ATM , VIP ROAD , MOHAKHALI DOHS , MOHAKHALI",""
"AL HELAL HOSPITAL , H 150 , BEGUM RPKEYA SARANI , SENPARA PARBATA , MIRPUR 10",""
"RD 6 , SIKDER REAL ESTATE , SHIKDAR ESTATE , HAZARIBAG",""
"KOLOROB , BLOCK A, NIKETON",""
"RD 22 SECTOR 14 UTTARA",""
"CKD UROLOGY HOSPITAL , 32, ROAD NO 3, MUKTI HOUSING , DHYAMOLI",""
"TURNITIN PREMIUM BANGLADESH , WIRELESS GATE , MOHAKHALI",""
"PEYALA CAFE , G 3 , GULSHAN AVE , GULSHAN 2",""
"THANA PIUKURPAR , LOYAL TANK RD , TANBAZAR , NARAYANGANJ SADAR , 1400",""
"YUM CHA DISTRICT,GULSHAN 1,GULSHAN",""
"AGRANI BANK LTD FOREIGN EXCHANGE BOOTH,NEW AIRPORT RD",""
"CLASSIC ORCHID , BLOCK I , BASHUDNHARA R/A",""
"VICTORIA CONVENTION CENTER,RESIDENTIAL AREA,DHANMONDI",""
"BISMILLAH GENERAL STORE , MAZAR RD ,DARUS SALAM",""
"AMORE GIFT SHOP , GULSHAN 1 , GULSHAN",""
"PIE ACADEMY H Q , BLOCK E , BANANU=I",""
"ADABOR POLICE STATION BUS STOP , RING RD , ADABOR",""
"APAN THIKANA,GULSHAN 1,GULSHAN",""
"SHEIKH JAMAL DHANMONDI CLUB LTD,RD &,DHANMONDI",""
"H 4 , RD 9 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",""
"FATEMA MANZIL , TALERTEK , KHILKHET",""
"BANDHAN TELECOM,H45/C,PWD COLONY RD,JIGATALA",""
"A K ENTERPRISE ADABAR , MOHAMMADPUR",""
"POPULAR CT & MRI DEPARTMENT, SAYED MAHBUB MORSHED ROAD , SHER-E-BANGLA-NAGAR",""
"M/S. MUNMUN ELECTRIC , BLOCK B , MIRPUR 11",""
"RASEL AHMED SIR,BLOCK F,LALMATIA",""
"CHILLS RESTAURANT  & PARTY CENTER, BANASREE  , BLOCK A, BANASREE",""
"CANADIAN UNIVERSITY OF BANGLADESH",""
"KOLABAGAN BUS STOP,GREEN ROAD,DHANMONDI",""
"MOKIM BAZAR , BANGSHAL RD , BANGSHAL",""
"MONSURABAD ROAD 4, HOUSE 25",""
"NIKETON CENTRAL JAME MASJID ,  RD 4 , BLOCK A, NIKETON",""
"ANSAR CAMP ,BIR UTTAMM AK KHANDAKAR RD,GULSHAN 1",""
"INSOLE , ADARSHA NAGAR , BADDA",""
"KUTUBKHALI DAGUKHAN GOVT. PRIMARY SCHOOL , DHAKA CHITTAGONG HIGHWAY , KUTUBKHALI , JATRABARI",""
"ONURAG RESTAURANT , H 1 , BABAR RD , MOHAMMADPUR",""
"H 54 , RD 19 , NIKUNJA 2",""
"RD 5,MIRPUR 2",""
"RD 1 , PALLABI EXTENSION , PALLABI",""
"SUVASTU KUNJAN",""
"OPPO OFFICE COMPANY SHOP , TALTOLA , KHILGAON",""
"MIRPUR TECHNICAL  MOR , MIRPUR RD , DARUSSALOM , DARUS SALAM",""
"MIRPUR BTCL OFFICE  , MIRPUR DOHS MAIN RD , MIRPUR DOHS",""
"GOPALGANJ SADAR , GOPALGONJ FARIDPUR",""
"NEW EASKATON RD , NEW ESKATON",""
"C TYPE QTR.MSQ 79 DARUS SALALM ROAD MOFIZBAGH HOUSAING SHAHA ALI BAGH",""
"RAJDHANI SUPER MARKET,HATKHOLA RD,TIKATULI",""
"ALI AMBULANCE SERVICE,FULPOTTI ROUNDABOUT,MIRPUR 10",""
"JUST NATURAL CORPORATION,CENTRAL ROAD,DHANMONDI",""
"SILVER WAVE TOURS LTD , BLOCK E , BANANI",""
"ROMJAN MAMA POLTY FARM,KERANIGANJ",""
"BOSILA PHARMACY , SHAHID BUDDHIJIBI BRIDGE , BOSILA , MOHAMMADPUR",""
"MOMEN MONZIL , 527 , ROAD NO. 17 , BASHUNDHARA R/A",""
"ASCOTT THE RESIDENCE DHAKA , BARIDHARA K BLOCK , NOTUN BAZAR",""
"KHEJUR BAGAN BUS STOP,ANOWAR JUNG RD,ASHULIA 1341",""
"BHUIGHAR BUS STOP , DHAKA NARYANGANJ , RD , SIGN BOARD , SHIDDHIRGANJ , NARYANGANJ",""
"AHMEDBAD ADARSHA HIGH SCHOOL , KADAMTALA HIGH SCHOOL RD , AHMEDBAG , SABUJBAG",""
"BANGLADESH SHEIKH MUJIB SAFARI  PARK , MAONA",""
"DARAZ HQ",""
"HOUSE 15 , ROAD  18 , SECTOR 11 , UTTARA",""
"JAPAN BANGLADESH FRIENDSHIP HOSPITAL,H 55,SAT MASJID RD,JIGATALA",""
"CRP HOSPITAL & PHYSIO THERAPY,C R P ROAD,SAVAR",""
"NUR AUTOMOPBILES WORKSHOP,CULVERT RD,NAYA PALTAN",""
"JOHURI MOHOLLA , MOHAMMADPUR",""
"ROMJAN TAILOR , ROAD 106 , SHAHJADPUR , BADDA",""
"TANISHA DRUG HOUSE,SOLMAID,VATARA",""
"BANANI OLD DHOS , BANANI DOHS",""
"CASTALIA , BLOCK K , BASHUNDHARA R/A",""
"PROYASH HALL,RD 10,DHAKA CANTONMENT",""
"AGORA, UTTARA 6 BRANCH , SECTOR 6",""
"DHALIA,470,AHMED AKBAR SOBHAN AVENUE,BLOCK D, BASUNDHARA R/A",""
"TOWER 71 ( HOMES 71 LTD ) NAMAPARA  DHAKA CANTONMENT",""
"ANWAR PHARMA & GENERAL STORE,RD 2,BLOCK E,BANASHREE",""
"RD 36 , GULSHAN 2",""
"SONALI BANK LIMITED ( CUSTOM HOUSE BRANCH ) , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA",""
"LIBERTY FASHION WEARS LTD , GULSHAN 1",""
"VORTA VAT RESTORA,H 63/1,OUTER CIRCULAR RD,MOGBAZAR",""
"CAFE PIZZA HOUSE , BNS CENTER ( GROUND FLOOR ) , UTTARA",""
"3, MIRPUR 12 BLOCK C ROOD 9 HOUSE 3",""
"CHA & CHILL,SHAGUFTA ROAD,BLOCK G",""
"AMBROSIA , 18 , SARAK 13 C , BANANI",""
"H 72,KAZI ALAUDDIN RD,SHANTINAGAR,MOTIJHEEL",""
"COOL CENTRE AND REFRIGERATOR , H 14 /8, CULCURT RD , FAKIRA POOL",""
