location,coordinates,latitude,longitude,geometry,grid_label
"CONCORD BKASH TOWER, GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"SAAD KABAB GHAR, CERAMICS RD, 1340","(23.8442, 90.2511)",23.8442,90.2511,POINT (90.2511 23.844199999999994),R22C19
"LAILA MOHOL , 26/10 , BLOCK D , SHER SHAH SURI ROAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"B BLOCK , BLOCK E , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ROAD 25 , RAYER BAZAR , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,POINT (88.45688 24.433739999999997),R36C-17
"POPULAR PHARMACY,ZAFRABAD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"LALKHA , NARYANGANJ , BANGLADESH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AMERICAN HOSPITAL H 5 ,. MAIN RD , SOUTH BANASREE PROJECT , ARMPURA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANIJJO MELA ,SECTOR 4, PURBACHAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAMUNA PLAZA,AL HAJ ABDUS SOBHAN RD,NIKUNJA 1,BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"AL NOOR EYE HOSPITAL , NOOR MAKKA COMPLEX , ZAFRABAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"FORD BANGLADESH , M&U MOTORS LIMITED INDUSTRIAL AREA , TEJGAON","(40.40225, -3.71029)",40.40225,-3.71029,POINT (-3.7102900000014376 40.402250000000095),R1668C-1185
"H 13 , RD 18 , BANANI","(23.7951763, 90.4048304)",23.7951763,90.4048304,POINT (90.4048304 23.795176299999998),R21C22
"SHIKDER BARI , EASTERN HOUSING , GOLDEN STREET, SHYMOLI, MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"NOTUN BAZAR BUS STOP , VATARA RD , NOTUN BAZAR , VATARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 383/A , KAYKOBAD ROAD , KATSUR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"ECB CHATTAR BUS STOP,,MIRPUR DOHS LINK RD,MATIKATA","(25.14906, 88.65018)",25.14906,88.65018,POINT (88.65018 25.149059999999995),R52C-13
"NEW ROSHMELA SWEETS AND BAKERY,VATARA RD,NATUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
"DOMESTIC TERMINAL (DAC),HAZRAT SHAH JALAL INTERNATIONAL AIRPORT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"EMBASSY OF THE UNITED ARAB EMIRATES CONSULAR SECTION , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ARMY GOLF CLUB ENTRANCE , NIKUNJA 1, BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,POINT (90.42117 23.802539999999997),R21C22
"SAULYS FOOD,PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NESCAFE, STATION RD , KAMALPUR","(23.36619, 91.20671)",23.36619,91.20671,POINT (91.20671 23.36619),R11C38
"ARCHY SOURCING , BANANI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MAYER DOYA PHARMACY AND TELICOM,RAYERBAG,SONIR AKHRA","(24.9058, 88.77014)",24.9058,88.77014,POINT (88.77014 24.905799999999996),R46C-10
"GAZIPUR CHOWRASTA BUS STAND , DHAKA MYMENSINGH , GAZIPUR","(23.9897895, 90.3817038)",23.9897895,90.3817038,POINT (90.3817038 23.989789499999997),R25C22
"LADIES CLUB AUDIOTORIUM , ESKATON GARDEN RD , OLD ESKATON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
SONIRAKHRA ZAPANI BAZAR,"(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
"PIZZA INN PALLABI,MIRPUR CANTONMENT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UTTARA CRESCENT HOSPITAL,SECTOR 3","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHANTA AVE , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"PLOT 639 , RD 5 , BLOCK G , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ASROTEX GROUP,ROAD 04,BLOCK B,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"WEDDING MOMENTS,MOHAKHALI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 41, RD 16 , NIKUNJA 2","(23.8339024, 90.4164755)",23.8339024,90.4164755,POINT (90.4164755 23.833902400000003),R22C22
"ROSEBERRY,H 159,DOCTOR GOLI.MOGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 281 , RD 9 , BLOCK D , BASHUDNHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"WIRELESS , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,POINT (88.45688 24.433739999999997),R36C-17
"POPULAR DIAGNOSTIC CENTER , SHANTINAGAR RD","(23.7410018, 90.4123167)",23.7410018,90.4123167,POINT (90.4123167 23.741001799999996),R20C22
"ARANYA , ROAD 19A , BANANI","(23.7931264, 90.4092824)",23.7931264,90.4092824,POINT (90.4092824 23.793126399999995),R21C22
"JAMUINA FUTURE PARK ENTRY WAY , PROGATI SARANI , BASHUNDHARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BDCOM ONLINE LTD, MIRPUR DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLADESH MEDICAL COLLEGE HOSPITAL,RD 14,SANKAR,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"REST ROOM,AIRPORT ROAD,NEW AIPORT ROAD,KURMITOLA,SECTOR 2","(33.36074, 44.44738)",33.36074,44.44738,POINT (44.44738 33.36074000000002),R489C-863
BANGLADESH BONOSHILPO CORPORATION,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 19/5 , TAJMAHAL RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"RUPAYAN VIEW HOUSE 13/A,ROAD 2/A,SECTOR 5,UTTARA,DHAKA 1230","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"GADNAIL HIGH SCHOOL,ARAMBAG SARAK,ARAMBAG,GODENAIL,NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"BHOLA CHARSHIFULY,SADAGHAT LAUNCH TERMINAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"EUNOOS CENTER,DILKUSHA,MOTTIJHEEL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RUPAYAN CITY UTTARA,NALBHOG","(23.87885, 90.37087)",23.87885,90.37087,POINT (90.37087 23.87885),R23C21
"JUI GARDEN , ROAD 2/1 , BLOCK I , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"M/S RABBI MOTOS , 37/2 , MIRPUR ROAD , MUKTI HOUSING , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,POINT (90.36538 23.77438),R21C21
"SANOWAR TEA STALL , WEST , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"OMG HANDCRAFTED ICE CREAM  , KEMAL ATATURK AVENUE , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DPHE OFFICERS QUARTER,BLOCK B,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NAVANA HORGS BEH,HOUSE 226,SAYEM SOBHAN ANVIR ROAD,BLOCK C,BASUNDHARA R/A","(0.5, 32.0)",0.5,32.0,POINT (32.00000000007592 0.4999999999810533),R-483C-1654
"WORLD UNIVERSITY OF BANGLADESH(WUB),SECTOR 17,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"NOPE TOWER,NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"FARIHA KNIT TEX LIMITED , WEST MASDAIR , FATULLAH , NARAYANGANJ , 1400","(23.7219, 90.5789)",23.7219,90.5789,POINT (90.5789 23.7219),R19C26
"MILON'S DENTAL CARE , WEST, DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"VASHANTEK BAZAR JAME MASJID , BAZAR RD VASHANTEK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ZTE CORPORATION BANGLADESH LIMITED , GULSHAN 2 , GA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"STARKABAB HOTEL , RD 2, DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"BOISAKHI BUILDING , LAKE CITY ROAD , KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BISMILLAH STORE 2,BLOCK DHA,MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"GAZIPUR CHOWRASTA BUS STAND,DHAKA MYMENSING,GAZIPUR","(25.25, 89.5)",25.25,89.5,POINT (89.5 25.25),R54C4
"DRAGON MULTIMESIA SHOP , KEMAL ATATURK AVENUE , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PREMIER BANK LIMITED, DHAKA MYMENSINGH HIGHWAY, WEST ARCHIPUR, MOINARTEK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"VISION GLOBAL SCHOOL , H 27 , RD 10 , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"M/S UTTARA READERS , ROAD 10 , SECTOR -04, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"H 489, RD 15 , BLOCK G, BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
HOUSE 117 ROAD 11 BLOCK E BANANI DHAKA,"(23.7109566, 90.4228009)",23.7109566,90.4228009,POINT (90.4228009 23.710956599999996),R19C22
"AMTOLA BAZAR , 60 FEET , MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"DHAKA MEDICAL COLLEGE HOSPITAL , SECRETARIAT ROAD , DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"LION HOTEL & RESTURANT,J 79,GULSHAN LINK RD,MIDDLE BADDA","(42.273974, 23.6001433)",42.273974,23.6001433,POINT (23.60014329999978 42.27397400000005),R1023C-1014
"IBN SINA PHYSIOTHERAPY AND DENTAL CENTER , ADARSHA NAGAR , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"LOGIC SOFTWARE LIMITED,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"HOUSE BUILDING BUS STOPSGE , UTTARA ROAD 10 , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"CUSTOMIZATION BD,BLOCK H,MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"AB BANK ATM,EASTERN POINT,8-9,SHANTINAGAR,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"AVE RD , BLOCK A , PALLABI","(23.825, 90.37)",23.825,90.37,POINT (90.37 23.824999999999992),R22C21
"BASHBARI JAME MASJID , CHAN MIA HOUSING , BASHBARI RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"DHAKA INTERNATIONAL TRADE FAIR (DIFT) SECTOR 21,PURBACHAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
jahangirnagar university,"(23.8821271, 90.2669735)",23.8821271,90.2669735,POINT (90.26697350000002 23.882127099999998),R23C19
"BANALATA , HOUSE 239 , ROAD NO. 2 , BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BELNA ECO RESORT , KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,POINT (88.07271000000001 24.750030000000002),R43C-25
"2 , RD 14 , ASABOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
NOETH SOUTH UNIVERSITY ( NSU ),"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MODHUMITA CINEMA HALL , MOTIJHEEL","(23.7227289, 90.4218654)",23.7227289,90.4218654,POINT (90.4218654 23.7227289),R19C22
"POPULAR HOSPITAL,DHANMONDI 2","(23.7392113, 90.3824483)",23.7392113,90.3824483,POINT (90.3824483 23.7392113),R20C22
"KACHA BAZAR MAIN RD , NOBODOY HOUSING , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"TOUR EXPERT LTD , TB HOSPITAL , MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NIKETON SOCIETY GATE 3, RD 11, BLOCK E , NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 7 , NEW ESKATON RD , NEW ESKATON","(23.7472032, 90.3991858)",23.7472032,90.3991858,POINT (90.3991858 23.747203199999998),R20C22
"AMINA , C 59, RD 4, MOHANAGAR HOUSING PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"MOTHERS AND KIDS WORLD , LAKE DRIVE ROAD , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"LAZZ PHARMA FARMGATE,TEJGAON","(23.7508535, 90.3787285)",23.7508535,90.3787285,POINT (90.3787285 23.750853499999995),R20C22
"MASTERMAIND SCHOOL , ABASHIK ALAKA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"BOISHAKHI BUILDING LAKE CITY ROAD,LAKE CITY,KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOTALIB PLAZA C, HATIRPOOL CIRCLE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TV AKASH DTH , SECTOR 3 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"CHETONA MODEL ACADEMY,HAZI RD,MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"EAST RAJABAZAR JAME MASJID , RAZA BAZAR RD , EAST RAJABAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 166,BLOCK B,ROAD 4,BLOCK B, BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HONDA SHOWROOM BIKE VALLEY , CHOWRASTA MOAR , GATACHAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CONFIGURE BEPARI SHOPPING COMPLEX,PRAGOTI SARANI,MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"SARBICK PARIBAHAN LTD,(GABTOLI COUNTER),GABTALI,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"UTTARA CRESENT HOSPITAL , RABINDRA SARANI , SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BANGLADESH INTERNATIONAL SCHOOL AND COLLEGE  ( BISC ) , ROAD 27 , MOHAKHALI DOHS , MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAPLA CHATTAR,MOTIJHEEL RD,DILKUSHA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAMUNA FUTURE PARK ENTRY WAY,
PROGATI SARANI, BASUNDHARA ","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"Matikata Bazar,Matikata Bazar Rd,Matikata","(25.14906, 88.65018)",25.14906,88.65018,POINT (88.65018 25.149059999999995),R52C-13
"DESIGN EXPERN BD,EASTERN PALLABI,MIRPUR 11.5","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"83, SARAK 12   1, BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BRIDGE ROSEN JINNAH,HOUSE 816,ROAD 12,BLOCK I,BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"RD 1,SECTOR 1,UTTARA","(23.8591667, 90.4055928)",23.8591667,90.4055928,POINT (90.4055928 23.8591667),R22C22
"KEY STONE AFREEN,57,ROAD 10,BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"289, ROAD 1 , BLOCK D , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DGENCY,MOHAKHALI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SAKIB BHAU , EASTERN HOUSING , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"H 19 , RD 17 , SECTOR 13 , UTTARA","(23.8715722, 90.3857685)",23.8715722,90.3857685,POINT (90.3857685 23.871572200000003),R23C22
"BM MEDICAL HALL,WEST SHEWRAPARA,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
NORTH SOUTH FOOT OVER BRIDGE,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"46, NORTH DHANMONDI ROAD","(23.7522583, 90.3831682)",23.7522583,90.3831682,POINT (90.3831682 23.75225830000001),R20C22
"HOUSE 10,ROAD 13,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"SAYMA BOUTIQUE HOUSE , ADABAR, MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"HOUSE 13/A,ROAD 4,BANANI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MAHANAGAR PROJECT PLAY GROUND , RD 1, MOHANAGAR HOUSING PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
H 26  RD 106  GULSHAN 1,"(23.7805185, 90.420013)",23.7805185,90.420013,POINT (90.420013 23.780518499999996),R21C22
"RENAISSANCE HOLIDAYS,MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 800/A,RD 16,TILPAPARA,KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"554/A, NORTH KAFRUL ROAD , SOUTH KAFRUL , PASCHIM KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
"JOYDEBPUR RAILWAY STATION , HOSPITAL RD , 1702","(23.9833, 90.4)",23.9833,90.4,POINT (90.40000000000002 23.983299999999996),R25C22
"HATIRJHEEL LAKE  VIEW POINT 5 , MOGHBAZAR","(23.65, 90.58)",23.65,90.58,POINT (90.58 23.650000000000002),R18C26
SORGIYO DUTABASH 181/D JAFRANBUG RESIDENTIAL AREA ROAD WIRELESS MOGBAZAR,"(23.7543357, 90.4066209)",23.7543357,90.4066209,POINT (90.4066209 23.754335699999995),R20C22
AIRPORT ROAD NEW AIRPORT ROAD KURMITOLA SECTOR 2,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 11 , ROAD 14 , SECTOR 06 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RD 1, BLOCK B , PALLABI","(23.825, 90.37)",23.825,90.37,POINT (90.37 23.824999999999992),R22C21
"DELTA BRAC HOUSING FINANCE CORPORATION LTD , H 68 , PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SATRASTA ROAD , TEJGAON","(23.7574642, 90.3924211)",23.7574642,90.3924211,POINT (90.3924211 23.757464199999998),R20C22
"SUJON SAKIB GENERAL STORE , ROAD-11 , SECTOR-01 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"H 43/R,INDIRA RD,FARMGATE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IBRAHIM MEMORIAL DIABETES CENTER,SHAHBAG,RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"MASFI ENTERPRIZE,EASTERN HOUSING,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"UTTARA ADHUNIK MEDICAL COLLEGE.H 4,SONARGAON JANAPATH,SECTOR 13,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BHAI BHAI HARDWARE & PAINT,ZIRABO TO BISHMAIL RD,RUSTAMPUR,ASHULIA,1342","(24.9145279, 66.9603017)",24.9145279,66.9603017,POINT (66.96030170000002 24.914527899999996),R99C-463
"CP FIVE STAR  HAFSA SNACKS , BODDHO MONIR SOBUJBAG","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MARIYA STORE , SARULIA , DEMRA","(23.70992, 90.45456)",23.70992,90.45456,POINT (90.45456 23.709919999999997),R19C23
"392/1 , 60 FEET , MUKTI HOUSING , DOKKHIN MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,POINT (91.0612 23.47172),R14C35
"SOUTH KAFRUL JAME MASJID , SOUTH KAFRUL RD , SOUTH KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
"NEW ESKATON RD , NEW  ESKATON","(23.7472032, 90.3991858)",23.7472032,90.3991858,POINT (90.3991858 23.747203199999998),R20C22
"SAMORITA HOSPITAL,PANTHAPATH","(23.7523917, 90.3853287)",23.7523917,90.3853287,POINT (90.3853287 23.752391699999997),R20C22
"HOMES 28 , H 99 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"M/S MAA BEDDING STORE,H 228,GREEN RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAHJAHAN RD , MOHAMMADPUR","(23.7646318, 90.3653633)",23.7646318,90.3653633,POINT (90.36536330000001 23.764631799999993),R20C21
"TAQWA NOOR SHAMS , 181, I BLOCK ROAD 9, BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"FARUK GENERAL STORE,H 8/15,RD 1,BLOCK C,LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,POINT (88.45688 24.433739999999997),R36C-17
ROSHNI BOUTIQUES AND LADIES TAILORS MONESHWAR ROAD DHANMONDI,"(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"ZAM ZAM CONVENTION HALL MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"AIRPORT ROAD , NEW AIRPORT ROAD , MURMITOLA , SECTOR 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BRAC BANK ATM, AZIMPUR RD , NEW MARKET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLA NEWSPAPER , MONESHWAR RD , HAZARIBAG","(23.66603, 90.44659)",23.66603,90.44659,POINT (90.44659 23.66603),R18C23
"SOMALI VILLA , H 146/1 , WAPDA RD , WEST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"THE WESTIN,DHAKA,RD 45,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"noboratri hall 4,khilkhet namapara rd,uttar para,khilkhet","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 260,AFROZA BEGUM RD,BLOCK F,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PEARL HOTEL , BLOCK K , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TALUKDER HOMIO HALL , 50 , BEGUM ROKEYA SHARANI , SECTION 12","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SULTANA MANZIL , H 35 RD 10 MERUL BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"MOHAMMADPUR TOWN HALL MARKET , ASAD AVE , MOHAMMADPUR","(23.7599623, 90.3661778)",23.7599623,90.3661778,POINT (90.3661778 23.759962299999998),R20C21
"H 66 , LABORATORY RD , ELEPHANT RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
ISLAM PHARMA,"(23.7516649, 90.3617035)",23.7516649,90.3617035,POINT (90.3617035 23.751664900000005),R20C21
"DINE A CHAAP,ROAD 16/A,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"JAMUNA FUTURE PARK EXIT WAY,PROGATI SARANI,BASUNDHARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"THE ARISTOCRAT LOUNGE,WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"RD 14 , SWECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"GOLCHOTTOR HOUSE,DOHS,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"RANGS NIKETON , ROAD 9 , BLOCK C , NIKETON , GULSHAN , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"PRIYANKA CITY OFFICE,HOUSE 19,ROAD 8,PRIYANKA CITY,12,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RUPOSHI VILLAGE,DOG SQUAD ROAD,SENPARA PARBATA,SECTION 13","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAHJADA HARDWARE,H 29/KA,KAMALAPUR RD,MOTIJHEEL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"REALIANCE BUILDING,H 146,RD ,BLOCK D,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AARONG HALISHAHAR , HALISHAHAR HOUSING ESTATE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SANKAR BUSSTOP,SAT MASJID RD,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
